"project_id","Activity Created By","Activity Created On","Activity Updated By","Activity Updated On","Objective","Organizations and Project ID","Project Description","Executing Sector","Original Completion Date","Proposed Completion Date","Proposed Start Date","Donor Commitment Date","Donor Group","Donor Type","Funding Organization Id","Type Of Assistance","Primary Sector Sub-Sector","Primary Sector Sub-Sub-Sector","Secondary Sector","Secondary Sector Sub-Sector","Tertiary Sector","Responsible Organization","Executing Agency","Executing Agency Groups","Contracting Agency","Contracting Agency Acronym","Beneficiary Agency","Beneficiary Agency Groups","Final Date for Contracting","Mancomunidad","Implementation Level","Region","Zone","SIAFI Code","Total Costs"
"87171165229","Iris Suyapa Amador (iamador@seplan.gob.hn)","12/10/2012","Mario Zavala (mzavala@seplan.gob.hn)","26/02/2014","","[Coversión de Deuda de España] (Banco Centroamericano de Integración Económica)","Desarrollar e implementar un modelo de gestión turística que permita la participación y obtención de beneficios del turismo por parte de las comunidades locales con el fin de lograr la sostenibilidad socioeconómica y ambiental que compatibilice la conservación y uso racional de los recursos.","Sector Público","","","18/12/2013","01/01/2011","España","Bilateral","[Coversión de Deuda de España]","Donación / No reembolsable"," "," ","3 - AGROFORESTAL Y TURISMO"," ","COMPETITIVIDAD E INNOVACIÓN","Banco Centroamericano de Integración Económica","Mancomunidad de Municipios del Parque Nacional Montana de Celaque","Mancomunidades"," "," ","Mancomunidad de Municipios del Parque Nacional Montana de Celaque","Mancomunidades",""," ","Sub-national"," - R03 - Occidente
 - R14 - Región Lempa"," - Belén Gualcho
 - Corquín
 - Gracias
 - Las Flores
 - San Manuel Colohete
 - San Pedro de Copán","","600000"
"87171165230","Iris Suyapa Amador (iamador@seplan.gob.hn)","12/10/2012","Mario Zavala (mzavala@seplan.gob.hn)","26/02/2014","Ofrecer a niños y niñas de escasos recursos económicos una alternativa para desarrollar al máximo sus capacidades intelectuales, artísticas, emocionales y deportivas poniendo a su alcance los elementos educativos necesarios para contribuir a su formación integral fomentando valores.","[Coversión de Deuda de España] (Banco Centroamericano de Integración Económica)","Consiste en la construcción de un complejo educativo escolar que atenderá educación preescolar, integrará a 120 alumnos anualmente. Prekinder, Kinder y Preparatoria","Sector Privado","","12/12/2014","12/12/2013","10/10/2011","España","Bilateral","[Coversión de Deuda de España]","Donación / No reembolsable","112 - Educación básica","11240 - Educación de la niñez temprana","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura","NIÑEZ","Banco Centroamericano de Integración Económica","Más Hondureños Teniendo Identidad, Valores y Orgullo","ONG Local"," "," ","Más Hondureños Teniendo Identidad, Valores y Orgullo","ONG Local",""," ","Sub-national","R01 - Valle de Sula","Choloma","","1888174.3"
"87171191671","Ana Galeano (agaleano@seplan.gob.hn)","28/06/2012","Mario Zavala (mzavala@seplan.gob.hn)","27/02/2014","La fundación de Ciudades Modelo se basa en zonas autónomas con territorios regulados bajo una Carta Constitutiva o Ley General por la cual se administra el territorio y que se fundamenta en la libertad de comercio, la defensa de los derechos individuales y la protección de la propiedad privada. Estas cartas, varían de acuerdo a los intereses de los ciudadanos de las Ciudades Modelos y el espectro de intervención gubernamental y el sistema de gobierno que regula la misma varía. Así, algunos ejemplos de territorios semiautónomos y autónomos que han existido son la ciudad de Lübeck, Dubai, Hong Kong, Singapur, Adís Abeba, más de 100 ciudades en el estado de California, entro otros ejemplos célebres.","S/N (Agencia de Cooperación Internacional de Corea)","Corea brinda asistencia técnica para el desarrollo de un estudio de factibilidad y prediseño para el analisis de los posibles lugares en el territorio Hondureño donde se pueda focalizar el desarrollo y la inversion extranjera.   El proyecto tiene una duración de 18 meses entre 2012 y 2014 con un total de 4 millones de dólares.","Autoadministrado por Socio al Desarrollo","","31/12/2014","23/08/2012"," - 01/07/2011
 - 23/08/2012","Corea del Sur","Bilateral","S/N","Donación / No reembolsable"," "," ","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado","DERECHOS HUMANOS","Agencia de Cooperación Internacional de Corea","Agencia de Cooperación Internacional de Corea","Corea del Sur"," "," "," "," ",""," ","Country/National"," "," ","","4054000"
"871711215281","Mario Zavala (mzavala@seplan.gob.hn)","03/03/2014","Mario Zavala (mzavala@seplan.gob.hn)","03/03/2014","","HO-T1197 (Banco Interamericano de Desarrollo)","Esta Asistencia Técnica ayudará al análisis y mejorará las condiciones de vida de niños y mujeres jóvenes, con énfasis en el mejoramiento de los indicadores de salud. La población objetivo serán las mujeres embarazadas y niños menores de cinco años que viven en áreas pobres. El proyecto tendrá tres componentes.","Autoadministrado por Socio al Desarrollo","","","","03/03/2014"," - Japón
 - Organismo Internacional"," - Bilateral
 - Multilateral","HO-T1197","Donación / No reembolsable","122 - Salud básica"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","11 - Salud"," - NIÑEZ
 - SEGURIDAD ALIMENTARIA","Banco Interamericano de Desarrollo","Banco Interamericano de Desarrollo","Organismo Internacional"," "," ","Secretaría de Salud","Gobierno",""," ","Country/National"," "," ","","0"
"871711215283","Mario Zavala (mzavala@seplan.gob.hn)","03/03/2014","Mario Zavala (mzavala@seplan.gob.hn)","03/03/2014","El objetivo general del programa es fomentar la acumulación de capital humano en las familias en situación de pobreza extrema. Los objetivos específicos son: (i) promover la formación de capital humano a través del aumentoar del uso de servicios de educación, salud y nutrición; (ii) apoyar el consumo de las familias beneficiarias; (iii) fortalecer y consolidar los procesos operativos para aumentar la eficiencia en la gestión del BVM; y (iv) apoyar el fortalecimiento del rol rector de la SDS mediante el apoyo al diseño e implementación de la EVM.","HO-L1093 (Banco Interamericano de Desarrollo)","El Bono Vida Mejor (BVM). La EVM tiene como eje central al programa de transferencias monetarias condicionadas (PTMC) ""Bono Vida Mejor"" (BVM). Este programa, anteriormente conocido como Bono 10,000.   Los principales elementos del rediseño del BVM son: (i) focalizar los apoyos en familias en pobreza extrema en áreas rurales; (ii) implementar un nuevo esquema de transferencias basado en apoyos asociados al cumplimiento de corresponsabilidades individuales; (iii) incrementar la eficiencia y frecuencia a pagos bimestrales en la entrega de las transferencias mediante la ampliación de mecanismos alternos de pago; y (iv) avanzar hacia una desconcentración operativa para mejorar la atención a las familias en el nivel local.","Sector Público","","","","03/03/2014","Organismo Internacional","Multilateral","HO-L1093","Crédito","16010 - Servicios de asistencia social"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","14 - Protección Social"," ","Banco Interamericano de Desarrollo","Programa de Asignación Familiar","Gobierno"," "," "," "," ",""," ","Country/National"," "," ","","0"
"BAID122","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","Impulsar acciones concretas que contribuyan a fortalecer el marco normativo y las políticas administrativas en Honduras","ATN/FI-12546-HO (Banco Interamericano de Desarrollo)","Servirá para complementar los esfuerzos en: fortalecer el proceso de supervisión por riesgos de las instituciones financieras; impulsar la operatividad del Comité de Alerta Temprana; fortalecer la Supervisión de las Cooperativas de Ahorro y Crédito; constituir el Fondo de Liquidez y del Seguro de Depósitos para Cooperativas de Ahorro y Crédito; fortalecer el Fondo de Seguro de Depósitos (FOSEDE) y el Fondo de Capitalización; y evaluar la implementación de los mecanismos de resolución de instituciones financieras, de acuerdo a las mejores prácticas.","Autoadministrado por Socio al Desarrollo","","15/12/2012","07/12/2010","07/12/2010","Organismo Internacional","Multilateral","ATN/FI-12546-HO","Donación / No reembolsable"," "," ","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado","COMPETITIVIDAD E INNOVACIÓN","Banco Interamericano de Desarrollo","Banco Interamericano de Desarrollo","Organismo Internacional"," "," "," "," ",""," ","Country/National"," "," ","","651000"
"87171126703","Mario Zavala (mzavala@seplan.gob.hn)","08/01/2013","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","El objetivo general de la presente Cooperación Técnica (CT) es brindar apoyo a la Secretaría de la Presidencia (SDP) y al Programa de Asignación Familiar (PRAF) para diseñar un modelo de intervención urbana del Programa de Transferencias Monetarias Condicionadas (TMC), Bono 10,000 con especial énfasis en su relación con el mercado laboral. Con este propósito, la CT financiará asistencia técnica para diseñar un esquema de intervención urbana del Programa Bono 10,000 tomando en consideración la problemática específica de la pobreza urbana y su relación con los sectores de educación, salud y mercado laboral.","ATN/FT-13561-HO (Banco Interamericano de Desarrollo)","Honduras es uno de los países más pobres de América Latina y el Caribe con un ingreso per cápita de US$2.550. Según cifras de mayo 2012, el 71,1% de los hogares son pobres y el 50,9% son pobres extremos. El Gobierno de Honduras (GoH), con el fin de promover acciones de mitigación de la pobreza, reducción de la inequidad y la promoción del uso de servicios de salud y educación, creó el Programa de Transferencias Monetarias Condicionadas (PTMC), Programa Presidencial de Salud, Educación y Nutrición, ""Bono 10,000"", para romper con el ciclo intergeneracional de la pobreza a través de la acumulación de capital humano. El programa entrega una transferencia de hasta Lps.10.000 (equivalente a US$505 anuales) por hogar, lo cual representa el 10,5% y 30,9% del ingreso de los hogares en pobreza y pobreza extrema, respectivamente.     El Banco ha apoyado el programa Bono 10,000 con tres operaciones que han estado focalizadas en el área rural, en donde se ha contribuido a fortalecer los aspectos técnicos tales como focalización, pago a través de la red bancaria y mecanismos innovadores de pago, coordinación con la oferta de servicios y seguimiento de corresponsabilidades, fortalecimiento a nivel local, entre otros. Actualmente el Banco está preparando una nueva operación (HO-L1087) con la cual se tiene previsto implementar y evaluar un programa piloto para reformular el Bono 10,000 en áreas urbanas, incluyendo intervenciones de formación en competencias básicas e inserción en el mercado laboral con esquemas innovadores para la capacitación e intermediación laboral de jóvenes beneficiarios del programa, entre otros. Esta CT brindará insumos básicos para esta intervención.","Autoadministrado por Socio al Desarrollo","","18/07/2016","06/12/2012","06/12/2012","Organismo Internacional","Multilateral","ATN/FT-13561-HO","Donación / No reembolsable","16050 - Ayuda multisectora para los servicios sociales básicos"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","14 - Protección Social"," - NIÑEZ
 - SEGURIDAD ALIMENTARIA","Banco Interamericano de Desarrollo","Banco Interamericano de Desarrollo","Organismo Internacional"," "," "," "," ",""," ","Country/National"," "," ","","150000"
"87171126714","Mario Zavala (mzavala@seplan.gob.hn)","09/01/2013","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","Fortalecer las capacidades del Estado en materia de seguridad ciudadana.","ATN/KP-13590-HO (Banco Interamericano de Desarrollo)","En el marco de acción del Banco para este sector , se estará apoyando de manera selectiva y focalizada a: (i) la Secretaría de Seguridad Pública (SS) para ejercer su rectoría en el sector y mejorar la formación, profesionalización y gestión del recurso humano que contribuya a mejorar la efectividad de la institución y por ende a mejorar su credibilidad; (ii) la Policía Nacional y el Ministerio Público para mejorar las capacidades de investigación del delito; y (iii) los municipios beneficiados para mejorar su actuación en materia de convivencia y articular la oferta sistémica de programas para la prevención social de la violencia.","Autoadministrado por Socio al Desarrollo","","07/03/2015","13/12/2012","13/12/2012","Organismo Internacional","Multilateral","ATN/KP-13590-HO","Donación / No reembolsable","152 - Prevención de conflictos y resolución, paz y seguridad","15210 - Gerencia y reforma del sistema de seguridad","4 - FORTALECIMIENTO INSTITUCIONAL","43 - Defensa y Seguridad","PREVENCIÓN DE VIOLENCIA","Banco Interamericano de Desarrollo","Banco Interamericano de Desarrollo","Organismo Internacional"," "," "," - Ministerio Público
 - Secretaría de Seguridad","Gobierno",""," ","Country/National"," "," ","","300000"
"BAID095","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","El objetivo general del Proyecto es mejorar las condiciones de administración de riesgos crediticios mediante el uso de Instrumentos o mecanismos Relacionados con Riesgos de Precios Agropecuarios (IRPA) en Honduras.","ATN/ME-10618-HO [Fondo FOMIN] (Banco Interamericano de Desarrollo)","Brindar apoyo técnico para mejorar las condiciones de uso de instrumentos de manejo financiero de precios agrícolas.mejorar las condiciones de administración de riesgos crediticios mediante el uso de Instrumentos o mecanismos Relacionados con Riesgos de Precios Agropecuarios (IRPA) en Honduras.   Para lograr los objetivos, el Proyecto comprende la ejecución de los siguientes tres (3) componentes:     Componente 1: Asistencia Técnica y Capacitación    Este componente financiará asistencia técnica y capacitación sobre el uso de instrumentos de manejo financiero de riesgo agropecuario. Las actividades previstas en este componente son: (i) realizar una capacitación sobre manejo financiero de riesgos de precios de productos básicos (commodities) agropecuarios a instituciones financieras y a participantes de la cadena productiva; (ii) brindar asistencia técnica y capacitación al sector financiero (público y privado) sobre nuevos mecanismos de evaluación de créditos agropecuarios; y (iii) realizar talleres de análisis y experiencias internacionales de IRPAs. Algunos ejemplos de mecanismos de manejo financiero de riesgos de precios agropecuarios son los contratos de entrega futura y los derivados (opciones y futuros).     Componente 2: Diseño e Implementación de Proyectos Piloto    Este componente financiará la contratación de consultores para diseñar e introducir instrumentos financieros que permitan un mejor manejo de riesgos de precio en la cartera agropecuaria de entidades financieras seleccionadas. Se seleccionará un número limitado de entidades financieras a participar del diseño e implementación de estos instrumentos piloto con base en criterios de selección que están preestablecidos según principios de impacto en pequeños y medianos agricultores, empleo rural, en la cartera de financiamiento al sector agropecuario, y proporción de la contrapartida ofrecida por los bancos e instituciones participantes. Se anticipa realizar por lo menos dos pilotos.   Los pilotos serán iniciativas independientes de las actividades de los Componentes 1 y 2 (stand-alone), propuestas y ejecutadas por entidades del sector financiero (Bancos, AHIBA, microfinancieras, burós de crédito, etc.) que buscarán la mejora de la gestión financiera de riesgos de precios agropecuarios, a través del diseño e implementación de IRPAs innovadores. El objetivo de cada piloto será el de tener un efecto demostrativo sobre el impacto del IRPA en un manejo financiero más eficiente del riesgo agropecuario.   Las entidades financieras que serán seleccionadas para participar en el piloto deberán comprometerse a compartir los resultados y a proveer entrenamiento y recursos para educar a otras entidades de los sectores financiero, productivo y público sobre las experiencias del piloto. El componente también financiará el diseño e implementación de una estrategia de comunicación para la promoción de instrumentos de buen manejo financiero de riesgos de precios en el sector agropecuario.     Componente 3: Fortalecimiento del marco regulatorio y de políticas públicas    El componente financiará la contratación de consultores para hacer una revisión del marco regulatorio y de políticas públicas para potenciar el desarrollo y la innovación de instrumentos financieros de manejo de precios agropecuarios. Dicha revisión será complementaria al diseño de los instrumentos piloto (ver Componente II) con el objetivo de potenciar el desarrollo de dichos instrumentos.   Algunos ejemplos de áreas que podrían ser sujeto de revisión son: (i) regulación sobre uso de certificados de depósito de productos agrícolas como colateral por el sector financiero; (ii) restricciones cambiarias y/o fiscales para realizar cobertura de precios; y (iii) mecanismos de intervención del sector público en los mercados financieros en apoyo al sector agropecuario (condonaciones y readecuaciones de deuda). Los productos de este componente serán propuestas de mejoras en el marco regulatorio y de políticas públicas que tienen impactos sobre la oferta y la demanda de instrumentos financieros de cobertura de precios agropecuarios.","Sector Privado","","04/06/2012","04/12/2007","04/12/2007","Organismo Internacional","Multilateral","ATN/ME-10618-HO [Fondo FOMIN]","Donación / No reembolsable","24010 - Política financiera y gerencia administrativa"," ","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Banco Interamericano de Desarrollo","La Asociación Hondureña de Instituciones Bancarias","Sector Privado"," "," "," "," ",""," ","Country/National"," "," ","","469808"
"BAID121","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","","ATN/OC-12532-HO (Banco Interamericano de Desarrollo)","Se realizará un análisis comparando los indicadores en salud antes y después de la intervención en poblaciones atendidas por unidades de salud con distintos modelos (descentralizado y centralizado).","Sector Público","","03/06/2015","03/12/2010","03/12/2010","Organismo Internacional","Multilateral","ATN/OC-12532-HO","Donación / No reembolsable","122 - Salud básica"," ","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","11 - Salud"," ","Banco Interamericano de Desarrollo","Secretaría de Salud","Gobierno"," "," "," "," ",""," ","Country/National"," "," ","","660000"
"BAID131","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","El objetivo de la presente CT es mejorar, consolidar y expandir el SGPR, reforzando su integración con los procesos de reforma que el GOH viene impulsando en el manejo de recursos públicos en las áreas de planeación, presupuestación, administración financiera, recursos humanos, compras y contrataciones y control interno. Los objetivos específicos son: Desarrollo de procesos sistemáticos de planificación estratégica en las instituciones públicas; Alineamiento del presupuesto con los objetivos de la planificación estratégica y de éstos con la estructura organizacional; Optimización de los procesos administrativos; y Fortalecimiento del sistema de evaluación.","ATN/OC-12691-HO (Banco Interamericano de Desarrollo)","Apoyar al Gobierno para instrumentar metodologías de GPR, según las recomendaciones acordadas por el Gobierno y contenidas en el Plan de Acción.   Por medio de dos componentes:ell primer componente está diseñado para apoyar la consolidación e integración de las actuales reformas, especialmente en las áreas de planificación y presupuestario, mientras que el segundo apoya la integración vertical de las reformas mediante el desarrollo de experiencias de implantación del SGP0R en las instituciones claves con asistencia conjunta.      Componente I. Planificación estratégica y presupuestación orientada a resultados.       Este componente apoyará: (i) diseño e implementación de procesos que articulen la acción de las diferentes instituciones y unidades administrativas responsables de la planificación y programación presupuestaria, de acuerdo a sus roles y competencias; (ii) revisión técnica y operativa del Marco Presupuestario de Mediano Plazo (MPMP) como herramienta para la fijación de los techos sectoriales e institucionales; (iii) apoyo al fortalecimiento de la capacidad técnica y analítica de la SEPLAN y de las unidades de planeación de las instituciones públicas; (iv) análisis, rediseño y desarrollo de los sistemas de monitoreo existentes2 para lograr su integración sistémica; (v) aumento del desarrollo y la calidad de los indicadores de desempeño que apoye la gestión por resultados del sector público; (vi) diseño de metodologías de evaluación; y (vii) capacitación para funcionarios de instituciones priorizadas por el GOH para futuros pilotos.      Componente II. Implantación del sistema de gestión por resultados en sectores claves.       Este componente apoyará la instrumentación de convenios de gestión por resultados (totales o parciales) en los sectores/instituciones priorizadas por el gobierno, que sirvan como instrumentos de apoyo para la evaluación y asignación de los recursos. Las actividades a financiarse serán de asistencia técnica para: (i) proponer un marco normativo y operativo para la instrumentación de los convenios de gestión por resultados; (ii) elaborar planes estratégicos en sectores/instituciones claves, conciliados con las metas establecidas por el MPMP y el plan de inversiones de mediano plazo; (iii) establecer la vinculación entre los planes estratégicos y el presupuesto institucional3, incluyendo la línea de base para el convenio de gestión; (iv) diagnosticar y elaborar un plan de acción para adecuar y/o mejorar los sistemas de monitoreo; (v) diseñar y ejecutar un plan de acción de mejoras y flexibilización de los sistemas de gestión administrativa de las instituciones públicas priorizadas por el Gobierno; y (vi) llevar a cabo actividades de divulgación y sensibilización a todos los niveles de las instituciones y al público.","Sector Público","","13/01/2014","05/09/2011","01/07/2011","Organismo Internacional","Multilateral","ATN/OC-12691-HO","Donación / No reembolsable","151 - Gobierno y sociedad civil, generales","15110 - Política de sector público y gerencia administrativa","4 - FORTALECIMIENTO INSTITUCIONAL","41 - Modernización del Estado"," ","Banco Interamericano de Desarrollo","Secretaría Técnica de Planificación y Cooperación Externa","Gobierno"," "," "," "," ",""," ","Country/National"," "," ","BIP001200009600","1500000"
"87171125653","Mario Zavala (mzavala@seplan.gob.hn)","26/10/2012","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","Los objetivos a ser alcanzados con la presente Cooperación Técnica (CT) son: Análisis de la evolución reciente de la matrícula escolar en el tercer ciclo de educación básica, con énfasis en los determinantes de la matrícula escolar y el rol de la oferta educativa, Diseño de esquemas de ampliación de la oferta educativa que garanticen incrementos de cobertura con calidad, y Propuestas de fortalecimiento curricular que permitan a los estudiantes una transición adecuada hacia los estudios superiores o el mercado laboral, independiente de la modalidad de oferta seleccionada.","ATN/OC-13428-HO (Banco Interamericano de Desarrollo)","Esta CT estará integrada por tres componentes y las respectivas actividades que se describen a continuación:     Componente 1. Análisis de la oferta y demanda de los servicios educativos en los niveles de tercer ciclo de educación básica y educación media (US$95.000).     Este componente se centrará en un diagnóstico sobre la oferta de servicios educativos de tercer ciclo y educación media así como el estudio detallado sobre los factores que afectan la asistencia y deserción de los estudiantes con el propósito de identificar opciones para promover el ingreso oportuno, permanencia y graduación. Actividades a financiar bajo el Componente 1: i) identificación de las brechas entre oferta y demanda de servicios de tercer ciclo y de educación media, focalizándolas en los municipios clasificados bajo la línea de pobreza y con demanda insatisfecha; ii) dimensionar en términos de componentes y actividades la expansión de la oferta de SAT Y SEMED, cuantificando financieramente las metas de cobertura a corto, mediano y largo plazo; iii) análisis de la brecha de género que impide a las niñas/adolescentes acceder y completar plenamente la educación del Tercer Ciclo, y en especial ver cómo están las adolescentes indígenas y afro descendientes del área rural (OP-765); iv) diseño de la estrategia de certificación académica de estudiantes a través de exámenes de suficiencia, con base en la nueva ley fundamental de educación.     Componente 2. Propuesta de atención pedagógica y de gestión administrativa para ampliar los servicios educativos de tercer ciclo y educación media (US$93.000).     Las actividades a ser desarrolladas por este componentes incluirán: i) análisis organizativo de   la estructura y funciones para la descentralización de los servicios a través de modalidades flexibles para el tercer ciclo y educación media; ii) elaboración de propuesta pedagógica y de gestión administrativa y académica para las modalidades flexibles SEMED y SAT; iii) preparación y desarrollo de talleres de socialización y validación de las guías técnicas y metodológicas para maestros tutores, la estrategia de capacitación de maestros tutores y de seguimiento de las modalidades flexibles; iv) diseño de siete módulos para un diplomado de formación de maestros tutores; v) elaboración de una propuesta sistematizada de supervisión y seguimiento; y vi) integración de los diferentes productos en una propuesta para divulgación de resultados.        Componente 3. Supervisión y monitoreo de la Cooperación Técnica (US$12.000).    Su alcance es llevar a cabo una adecuada coordinación de la ejecución de las diferentes actividades para el logro de los resultados establecidos en la CT. Las principales actividades de este componente son la supervisión y monitoreo de la CT, que se desarrollará en dos niveles: i) el primer nivel se realizará por medio del especialista en educación Javier Luque, responsable de esta TC, y se presentarán reportes trimestrales durante la vigencia de los 15 meses de desembolsos; y ii) el segundo nivel -si fuera necesario de acuerdo al especialista de educación- se realizará por medio de una consultoría que monitoree los resultados y productos de cada una de las consultoría. Así mismo daría apoyo técnico al especialista en la preparación de las ternas y evaluación de los candidatos para la selección final y no objeción de los consultores. Además apoyaría al especialista en la elaboración de informes trimestrales de avance de los resultados de cada consultoría y apoyaría en el levantamiento de las ayudas memorias de las reuniones a realizar con las contrapartes de la Secretaria de Educación.","Autoadministrado por Socio al Desarrollo","","20/09/2014","30/09/2012","30/09/2012","Organismo Internacional","Multilateral","ATN/OC-13428-HO","Donación / No reembolsable","113 - Enseñanza secundaria","11320 - Enseñanza secundaria","1 - PROMOCIÓN Y PROTECCIÓN HUMANA","12 - Educación y Cultura"," ","Banco Interamericano de Desarrollo","Banco Interamericano de Desarrollo","Organismo Internacional"," "," ","Secretaría de Educación","Gobierno",""," ","Country/National"," "," ","","200000"
"BAID117","ATL ATL (atl@amp.org)","20/03/2012","Mario Zavala (mzavala@seplan.gob.hn)","04/03/2014","El objetivo general de la operación es promover la participación de la sociedad civil hondureña en actividades del Banco en Honduras a partir de un objetivo específico: Facilitar un espacio de diálogo y reflexión entre las OSC hondureñas con el Gobierno, con el Banco y entre sí. Este objetivo general y específico es consistente con el compromiso del Banco en la Novena Reunión Anual del Banco y Sociedad Civil de proponer la organización, en cada país, de un ""Grupo Consultivo de Sociedad Civil"" (ConSOC) y la anuencia del GHO de organizar el capítulo de ConSOC para Honduras. También es consistente con la Estrategia País 2007-2010 del Banco en Honduras; la cual se articula en torno a cuatro grandes bloques, uno de los cuales persigue el fortalecimiento del marco institucional y otro que persigue promover el desarrollo del capital humano. Esta operación está en directa concordancia con los objetivos del primero; y si se logra el diálogo de sociedad civil con el Banco y/o el Gobierno en torno a políticas y/u operaciones de protección social, entre otras, también con el segundo.","ATN/SF-12454-HO (Banco Interamericano de Desarrollo)","Los recursos de esta operación serán utilizados para la organización y puesta en funcionamiento del ConSoc para Honduras.   Para el logro de éstos objetivos, se proponen un conjunto de actividades, estructuradas en torno a tres componentes, que se articulan y explican entre sí de la siguiente manera:   (i) la conformación y funcionamiento del ConSOC Honduras como espacio para el diálogo y la reflexión de las OSC con el Banco y el GHO y entre sí; (ii) Capacitación de las OSC como medio para mejorar la calidad de esa interacción; y (iii) piloto de auditoría social como instrumento concreto para fortalecer una interacción informada, crítica y constructiva entre las partes en el interés del país.        Componente 1- Organización y funcionamiento del ConSOC.     El objetivo de este componente es la puesta en funcionamiento del ConSOC-H como una plataforma de diálogo y de reflexión entre el Banco, OSC hondureñas y el GHO. Bajo este componente se apoyarán y fortalecerán mecanismos y procesos de comunicación horizontal y vertical que faciliten y promuevan relaciones, actividades conjuntas y, en general, una participación activa en la construcción del Plan de Nación mediante las siguientes actividades: (i) diagnóstico de la sociedad civil hondureña; (ii) actualización del mapeo de las Organizaciones de Sociedad Civil en Honduras para profundizar el proceso de caracterización de las OSC a través de la extensión y actualización permanente de la base de datos, alimentando con información oportuna el debate teórico y político acerca de la naturaleza, actividades y aportes de estas organizaciones al desarrollo del país, y facilitando la identificación e interacción de las OSC entre sí y frente a los demás actores; (iii) organización y funcionamiento del ConSOC-H, a través de reuniones, talleres de trabajo y espacio virtual de intercambio de información y divulgación, como la plataforma de diálogo entre el Banco y las OSC hondureñas que permita dar a conocer información relacionada con la naturaleza y el alcance de las operaciones del Banco y del propio ConSOC; (iv) facilitación de espacios y mecanismos de delegación funcional, en términos de la representación de algunas OSC por otras que actúen como sombrilla, para la participación del más amplio espectro posible de OSC en procesos donde se requiere su comparecencia sectorial, tanto como la articulación de organizaciones y redes con intereses específicos comunes. El Banco financiará dentro de éste componente la contratación de servicios de consultoría nacionales e internacionales; así como la contratación de servicios necesarios para el desarrollo de reuniones y demás encuentros de reflexión y diálogo del ConSOC.     Componente 2 - Capacitación.     El objetivo de este componente es fortalecer las capacidades de diálogo y auditoria social de las OSC de primero, segundo y tercer grado, que permitan una sólida transferencia de conocimientos para su gestión integral, desde los niveles de base, en el marco de una participación efectiva para el desempeño eficiente de proyectos específicos. Esto es particularmente relevante en el marco de la crisis política que aún vive el país y para los procesos y programas de desarrollo nacional. Para lograr este objetivo se han identificado las siguientes actividades: (i) organización y realización de actividades de capacitación de las OSC que integren el ConSOC-H en técnicas de diálogo y negociación, con el propósito de contribuir al diálogo sostenido y articulado que parte del reconocimiento de la diversidad de intereses y puntos de encuentro en las agendas de las OSC; y (ii) la organización y puesta en marcha de clínicas teórico-prácticas del ConSOC-H en auditoría social que contribuyan a la cultura de transparencia, rendición de cuentas e implementación de proyectos de eficiencia y eficacia. Para esto, el Proyecto financiará dentro de este componente la selección y contratación de servicios de consultoría para las actividades de capacitación y apoyo en la realización de las clínicas, así como la contratación de servicios necesarios para el desarrollo de estos eventos.          Componente 3 - Experiencia piloto de auditoría social.      El objetivo de este componente es promover la participación de la sociedad civil, y la transparencia, mediante una única actividad que se complementará con la capacitación del componente 2. La actividad consiste en el diseño e implementación, por parte del ConSOC-H, de un piloto de auditoría social de una operación del Banco, por identificar y definir conjuntamente, que esté contribuyendo a las metas del Plan de Nación. Para este efecto, el Proyecto financiará la selección y contratación se servicios de consultoría nacional para el diseño metodológico de la auditoría y para brindar asistencia técnica al ConSOCH en la implementación de la auditoría; así como la contratación de servicios necesarios para socializar, validar y publicar el informe de auditoría.","Autoadministrado por Socio al Desarrollo","","14/06/2012","14/12/2010","14/12/2010","Organismo Internacional","Multilateral","ATN/SF-12454-HO","Donación / No reembolsable","151 - Gobierno y sociedad civil, generales"," ","4 - FORTALECIMIENTO INSTITUCIONAL","43 - Defensa y Seguridad","AGENDA DE EFECTIVIDAD DE LA AYUDA","Banco Interamericano de Desarrollo","Banco Interamericano de Desarrollo","Organismo Internacional"," "," "," "," ",""," ","Country/National"," "," ","","250000"
