"Project_ID","PROYECTO","OBJETIVO","MODALIDAD","ENTIDADES RESPONSABLES","MONEDA","APORTE NACIONAL","APORTE INTERNACIONAL","BENEFICIARIOS","TERRITORIOS","MUNICIPIOS","TIPO DE COOPERACION"
"COL514","Acompa?amiento del tiempo extraescolar para ni?os/as y adolescentes afro-descendientes","Apoyar a un grupo de niños/as y adolescentes afro-descendientes en su crecimiento integral","Cooperación Financiera","COMPAÑIA SANTA TERESA DE JESUS","US Dolar","0","3.783,00","POBLACIÓN EN GENERAL, INFANCIA Y ADOLESCENCIA","CUNDINAMARCA","SOACHA","NO OFICIALES"
"COL515","PLANeando para el Futuro","Las niñas, los niños, las y los adolescentes y jóvenes en Tumaco y Cartagena tienen mejor acceso, ejercicio y goce de sus derechos a la supervivencia, desarrollo, protección y participación.","Cooperación Financiera","FUNDACION PLAN INTERNACIONAL COLOMBIA","US Dolar","0","6.541.284,50","INFANCIA Y ADOLESCENCIA, JÓVENES, POBLACIÓN DESPLAZADA, POBLACIÓN EN GENERAL","BOLIVAR, NARIÑO","CARTAGENA, TUMACO","NO OFICIALES"
"COL516","Los ni?os ni?as adolescentes y jovenes ejerciendo sus derechos en entornos protectores y seguros","Protección, participación y prevención de ambientes protectores contra violencias y riesgos de desastres","Cooperación Financiera","FUNDACION PLAN INTERNACIONAL COLOMBIA","US Dolar","0","810.000,00","INFANCIA Y ADOLESCENCIA","VALLE DEL CAUCA, CAUCA","","NO OFICIALES"
"COL517","45° North East","Poner en marcha un sistema de monitreo y seguimiento","Cooperación Financiera","FUNDACION PLAN INTERNACIONAL COLOMBIA","US Dolar","0","100.000,00","ORGANIZACIONES SOCIALES","AMBITO NACIONAL","","NO OFICIALES"
"COL518","El Camino del Amor (Prevenci?n de Violencias Escolares)","Niños y niñas de Chocó, Cauca, Valle y Sucre de 37 sedes escolares ejercen su derecho a estar protegidos contra las violencias escolares y participan en acciones que promueven la convivencia escolar y la paz.","Cooperación Financiera","FUNDACION PLAN INTERNACIONAL COLOMBIA","US Dolar","0","128.959,50","INFANCIA Y ADOLESCENCIA","VALLE DEL CAUCA, CHOCÓ, CAUCA, SUCRE","ATRATO, CONDOTO, MEDIO SAN JUAN, BAJO BAUDO, BOJAYA, UNION PANAMERICANA, BAGADO, EL CARMEN DE ATRATO, UNGUIA, ACANDI, CANTON DEL SAN PABLO, EL LITORAL DEL SAN JUAN, JURADO, SAN JOSE DEL PALMAR, SIPI, BAHIA SOLANO, MEDIO ATRATO, NOVITA, RIOSUCIO, QUIBDO, BELEN DE BAJIRA, ITSMINA, CERTEGUI, LLORO, MEDIO BAUDO, TADO, ALTO BAUDO, CARMEN DEL DARIEN, NUQUI, RIO IRO, RIO QUITO","NO OFICIALES"
"COL519","Acompa?amiento integral a familias que viven en situaci?n de extrema pobreza","Brindar apoyo nutricional, educativo y de capacitación a un grupo de familias de la zona fronteriza entre Ciudad Bolívar y Soacha","Cooperación Financiera","COMPAÑIA SANTA TERESA DE JESUS","US Dolar","0","13.779,50","INFANCIA Y ADOLESCENCIA, MUJERES","BOGOTÁ D.C., CUNDINAMARCA","SOACHA","NO OFICIALES"
"COL520","Mejoramiento de los ingresos de la Asociaci?n de Desplazados Dos de Mayo, ADOM.","Elevar los ingresos de la comunidad de afiliados a la Asociación con el fin de facilitar su desarrollo económico y social.","Cooperación Técnica","FUNDACION INTERAMERICANA IAF","US Dolar","11.970,00","35.000,00","AFROCOLOMBIANOS","CHOCÓ","","NO OFICIALES"
"COL521","ACCIONES DE DETECCION, ATENClON PREVENCION DE LAS Y DIFERENTES FORMAS DE VIOLENCIA SOCIAL Y FAMILIAR Y DE VULNERAClON DE DERECHOS QUE AFECTAN A NNA EN CALI","Contribuir al pleno reconocimiento y garantía de derechos de niños niñas y adolescentes con la participación directa de niños niñas y de representantes de familia. el estado y la sociedad como corresponsales de su cuidado","Cooperación Financiera","CORP. PARA LA ATENCIÓN INTEGRAL DE LA NIÑEZ - CORPOLATIN","US Dolar","0","34.214,67","INFANCIA Y ADOLESCENCIA","VALLE DEL CAUCA","CALI","NO OFICIALES"
"COL522","Contribuir a la construcci?n del R?gimen Especial de Manejo (REM) del PNN Yaigoj? Apaporis.","Incrementar la efectividad del PNN Yaigojé Apaporis a partir de la investigación comunitaria y del establecfimiento de acuerdos para el uso de la tierra.","Cooperación Financiera","FUNDACION GAIA AMAZONAS","US Dolar","0","162.680,00","INDIGENAS","VAUPÉS, AMAZONAS","","NO OFICIALES"
"COL523","Tecnolog?a para el desarrollo de grupos autogestionados de ahorro y cr?dito","Diseñar, probar y validar herramientas tecnológicas basadas en telefonía móvil e internet para fortalecer la eficiencia, efectividad y sostenibilidad de los programas VITAL de gestión de grupos autogestionados, generación de ingresos, micro-franquicias, inclusión financiera y fortalecimiento de capital social para el desarrollo de grupos autogestionados de ahorro y crédito","Cooperación Financiera","FUNDACION VITAL","US Dolar","100.400,00","210.600,00","AFROCOLOMBIANOS, INDIGENAS","AMBITO NACIONAL","AMBITO NACIONAL","NO OFICIALES"
"COL524","Mi Comunidad So?ada- Desarrollo Integral de Manzanillo del Mar y Tierra Baja","Promover por medio de actividades productivas, de salud y educativas, el desarrollo de las poblaciones de Manzanillo del Mar y de Tierra Baja para incentivar la erradicación de pobreza, suministrando las herramientas pertinentes a sus habitantes para que ellos se conviertan en motores de su propio desarrollo de manera sostenible.","Cooperación Financiera","GIVE TO COLOMBIA","US Dolar","0","143.737,00","AFROCOLOMBIANOS","BOLIVAR","CARTAGENA","NO OFICIALES"
"COL525","Ayudanos a Ayudar - brigadas de salud","Proporcionar asistencia humanitaria de manera oportuna por medio de vitaminas para una población vulnerable y que tiene difícil acceso a este tipo de medicamentos y vitaminas.","Donaciones en Especie","FUNDACION MARIA LUISA DE MORENO","US Dolar","0","34.220,00","INDIGENAS","VICHADA","CUMARIBO","NO OFICIALES"
"COL526","Complejo social fundaci?n Juan Felipe Gomez Escobar: Contribuci?n en la superaci?n de la pobreza","Este proyecto tiene como objetivo garantizar el sano crecimiento y desarrollo de niños y niñas en la primera infancia, al igual que empoderar social y económicamente a madres adolescentes con el fin de que puedan generar sus propios ingresos y ser sostenibles en el futuro, para así contribuir en la superación de la pobreza extrema en la ciudad de Cartagena de Indias.","Cooperación Financiera","FUNDACION JUAN FELIPE GÓMEZ ESCOBAR","US Dolar","0","36.653,67","MUJERES, INFANCIA Y ADOLESCENCIA","BOLIVAR","CARTAGENA","NO OFICIALES"
"COL527","RECUPERACION NUTRICIONAL Y DESARROLLO ECONOMICO DE LA POBLACION EN LAS COSTAS PACIFICA Y ATLANTICA COLOMBIANA","Recuperación nutricional de la población infantil de Quibdó  Chocó, con capacitación a sus familias y comunidades.","Cooperación Financiera","FUNDACION SOY DOY","US Dolar","0","26.622,00","INFANCIA Y ADOLESCENCIA, POBLACIÓN EN GENERAL","CHOCÓ","QUIBDO","NO OFICIALES"
"COL528","Comedor comunitario","Superar la desnutrición en un grupo de niños y niñas de Altosde cazuca","Ayuda Alimentaria","COMPAÑIA SANTA TERESA DE JESUS","US Dolar","0","6.437,00","POBLACIÓN EN GENERAL, INFANCIA Y ADOLESCENCIA","CUNDINAMARCA","SOACHA","NO OFICIALES"
"COL529","Programa de Recuperaci?n Nutricional en Comedores","Minimizar el impacto de la morbi-mortalidad en primera infancia por desnutrición en poblaciones vulnerables intervenidas a través de estrategias nutricionales, educativas, de salud, y de emprendimiento.","Cooperación Financiera","FUNDACION NU3","US Dolar","299.925,00","100.000,00","INFANCIA Y ADOLESCENCIA","ATLÁNTICO","MALAMBO, BARRANQUILLA","NO OFICIALES"
"COL530","Monitoreo como herramienta para la conservaci?n, manejo y adaptaci?n al cambio global de los bosques amaz?nicos colombianos.","Promover la conservación de los bosques amazónicos","Cooperación Financiera","U. NACIONAL SEDE MEDELLIN","US Dolar","41.666,00","30.000,00","INDIGENAS, INSTITUCIONES","AMAZONAS","PUERTO NARIÑO, LETICIA","NO OFICIALES"
"COL531","Programa de fortalecimiento de las capacidades de las comunidades rurales para apoyar la conservaci?n del Tit? Cabeciblanco y de los bosques tropicales en los que habita en Atl?ntico y Bol?var","Las comunidades de Luruaco (Atlántico) y Santa Catalina (Bolívar) han fortalecido sus capacidades para apoyar y promover la conservación, a largo plazo, del Tití Cabeciblanco y de los bosques tropicales en los que habita.","Cooperación Financiera","FUNDACION PROYECTO TITÍ","US Dolar","0","12.500,00","JÓVENES, INDIGENAS","ATLÁNTICO, BOLIVAR","SANTA CATALINA, LURUACO","NO OFICIALES"
"COL532","Consolidaci?n del Sistema Nacional de Monitoreo de Bosques y Carbono de Apoyo a la Pol?tica y Gesti?n Ambiental en Colombia (Fase II)","Apoyar la consolidacion del sistema de monitoreo de bosques y carbono","Cooperación Científica y Tecnológica","INST. DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM","US Dolar","0","2.090.650,00","INSTITUCIONES","AMBITO NACIONAL","","NO OFICIALES"
"COL533","Protecci?n del sistema de ?reas protegidas en la Amazonia colombiana","Proteger el Amazonas","Cooperación Científica y Tecnológica","PATRIMONIO NATURAL FONDO PARA LA BIODIVERSIDAD Y AREAS PROTEGIDAS","US Dolar","0","1.056.562,50","FAMILIAS GUARDABOSQUES","AMBITO NACIONAL, AMAZONAS","","NO OFICIALES"
"COL534","Fortalecimiento de la recolecci?n de envases Tetra Pak post consumo","El proyecto a desarrollar hace parte de la estrategia global de Tetra Pak en responsabilidad ambiental, especialmente en cuanto a reciclaje de sus envases post consumo.","Cooperación Financiera","TETRA PAK","US Dolar","0","47.220,50","POBLACIÓN EN GENERAL","BOGOTÁ D.C., ANTIOQUIA, CUNDINAMARCA, VALLE DEL CAUCA","ENVIGADO, SABANETA, CAJICA, MEDELLIN, CHIA, CALI, JAMUNDI","NO OFICIALES"
"COL535","Fortalecimiento de la gobernanza ambiental en territorios ind?genas para la conservaci?n de la diversidad biol?gica y cultural en el departamento del Vaup?s.","""Empoderar a las comunidades indígenas y las AATI para que puedan coordinar con el Estado la zonificación de la Reserva Forestal en sus territorios, de acuerdo con sus modelos de manejo ambiental, principios y valores. Fortalecer los marcos institucionales para lograr la gobernanza socioambiental en los territorios indígenas, a partir de un enfoque diferenciado basado en el reconocimiento, respeto y valoración de los saberes tradicionales asi como de los científicos.","Cooperación Financiera","FUNDACION GAIA AMAZONAS","US Dolar","0","183.000,00","INDIGENAS","VAUPÉS","PACOA, MITU, CARURU, TARAIRA, PAPUNAUA, YAVARATE","NO OFICIALES"
"COL536","Proyecto Alianzas para la Prosperidad en el Departamento de Casanare","Apoyar las Alianzas para la Prosperidad en Casanare y, a partir de esta experiencia, generar conocimiento con vocación práctica y fomentar mecanismos de prevención y atención de problemáticas sociales relacionadas con la actividad de la industria minero energética en Colombia.","Cooperación Financiera","FUNDACION ANTONIO RESTREPO BARCO","US Dolar","0","500.000,00","AFROCOLOMBIANOS, INDIGENAS","CASANARE","","NO OFICIALES"
"COL537","Biodiversidad, servicios ecosistemicas y seguridad alimentaria de comunidades rurales : construyendo un modelo integral para su gesti?n en la amazonia colombiana","Contribuir al manejo sostenible y conservación de los recursos del agua y la biodiversidad en las cuencas altas de los ríos Orito, Guineo, Mocoa, y Orteguaza y el bajo rio Caquetá, como fundamento para la seguridad alimentaria y el bienestar general de las comunidades humanas, mediante esquemas articuladores de competencias y fortalezas institucionales y comunitarias.","Cooperación Financiera","CONSERVATION INTERNATIONAL","US Dolar","0","46.430,44","POBLACIÓN EN GENERAL","CAQUETÁ, PUTUMAYO, AMAZONAS","LA PEDRERA, MOCOA, FLORENCIA, ORITO","NO OFICIALES"
"COL538","Campa?a ?Semillas de Identidad? por la defensa de la biodiversidad y la Soberan?a Alimentaria","fortalecimiento de dos redes de proveedores de semillas criollas como referente de manejo de la agrobiodiversidad a otras experiencias; los productores han apropiado los conceptos, conocimientos y técnicas para la caracterización, conservación y manejo de semillas","Cooperación Financiera","SWISSAID","US Dolar","0","232.217,00","INDIGENAS, CAMPESINOS","AMBITO NACIONAL","","NO OFICIALES"
"COL539","Cat?logo morfol?gico y gen?tico para identificaci?n regional de stocks de tortuga verde/prieta (Chelonia mydas / Chelonia agassizii) en el Pac?fico Oriental",""" 1. Elaborar un catalogo preliminar con la información de tortuga verde/prieta colectada por investigadores del OPO. 2. Identificar vacíos de información, y estrategias para completarlos. 3. Escribir una propuesta para la búsqueda de recursos internacionales que fortalezca el trabajo en red de los expertos nacionales.","Cooperación Científica y Tecnológica","CENTRO DE INVESTIGACIÓN PARA EL MANEJO AMBIENTAL Y EL DESARROLLO - CIMAD","US Dolar","703,00","3.015,00","INSTITUCIONES, COMUNIDAD NEGRA","CHOCÓ","","NO OFICIALES"
"COL540","Paisaje Marino del Pac?fico Este Tropical","Conservar la biodiversidad marina de manera tal que se mejore el bienestar humano en el ETPS a través del fortalecimiento y el manejo sostenible de los recursos en diferentes escalas","Cooperación Científica y Tecnológica","CONSERVACIÓN INTERNACIONAL","US Dolar","0","477.121,00","AFROCOLOMBIANOS","ANTIOQUIA, VALLE DEL CAUCA, CHOCÓ, CAUCA, NARIÑO","","NO OFICIALES"
"COL541","Conservaci?n Internacional - Fondo Acci?n","""1. Fortalecer la capacidad de control y vigilancia en el SSF Malpelo y aguas adyacentes 2. Actualizar y dar continuidad a la implementación del Plan de Manejo del SSF Malpelo a través del trabajo interinstitucional coordinado.","Cooperación Financiera","FUNDACION MALPELO","US Dolar","0","85.000,00","INSTITUCIONES","VALLE DEL CAUCA","BUENAVENTURA","NO OFICIALES"
"COL542","Hacia la conservaci?n y el manejo sostenible de nuestros mares y el mejoramiento de la calidad de vida de las comunidades humanas ? Fase II ETPS","El proyecto busca favorecer a comunidades de indígenas, afrodescendientes y colonos que habitan la costa Pacífica colombiana y que en términos generales son las poblaciones más pobres del país. La mayor parte de la población objetivo se dedica a la actividad pesquera artesanal, a actividades de ecoturismo y procesamiento o manufactura de productos naturales sostenibles. Se hará especial énfasis en esta fase en mujeres cabeza de familia y líderes comunitarios.","Cooperación Financiera","CONSERVATION INTERNATIONAL","US Dolar","0","73.127,30","POBLACIÓN EN GENERAL","ANTIOQUIA, VALLE DEL CAUCA, CHOCÓ, CAUCA, NARIÑO","","NO OFICIALES"
"COL543","Genetic-Morphotype Eastern Pacific green/black (Chelonia mydas/Chelonia agassizii) turtle catalogue","Realizar un catalogo morfotipico mediante fototinterpretación y caracterizacion genética de haplotipos de tortuga verde / negra (Chelonia mydas/Chelonia agassizii) para su identificacion práctica por cualquier investigador en sus áreas de transito, migración, forrajeo y reproducción del Pacífico Oriental Tropical (POT).","Cooperación Científica y Tecnológica","WWF COLOMBIA","US Dolar","7.500,00","7.500,00","POBLACIÓN EN GENERAL","ATLÁNTICO, BOLIVAR","","NO OFICIALES"
"COL544","Mejoramiento de las condiciones ambientales y de seguridad alimentaria de las comunidades de ind?genas Wayuu del Municipio de Manaure, con el fortalecimiento de los proyectos ?La Guajira Vive Limpia y Wayuu Sembrando Bienestar","Acciones que se han venido desarrollando con los proyectos La Guajira Vive Limpia y Wayuu sembrando Bienestar fortalecidas y mejoradas, en torno a la producción de alimentos para seguridad alimentaria y disminución de desnutrición, gestión de residuos sólidos y aprovechamiento de residuos orgánicos en suelos de cultivos tradicionales y no tradicionales.","Cooperación Financiera","FUNDACION ECOSFERA","US Dolar","10.000,00","150.000,00","INDIGENAS","LA GUAJIRA","MANAURE","NO OFICIALES"
"COL545","Asistencia humanitaria de emergencia para personas afectadas por el conflicto colombiano en el departamento de Arauca y el norte de Casanare.","Proveer asistencia humanitaria a personas afectadas por el conflicto armado en el departamento de Arauca y Norte de Casanare","Ayuda Humanitaria","COMITE INTERNACIONAL PARA EL DESARROLLO DE LOS PUEBLOS - CISP","US Dolar","0","417.489,50","INDIGENAS","ARAUCA, CASANARE","","NO OFICIALES"
"COL546","Promoci?n de la Declaraci?n de la ONU sobre Derechos Humanos de los Pueblos Ind?genas y Desarrollo Institucional del Movimiento Ind?gena Colombiano","Fortalecer la institucionalidad de gobierno propio de los pueblos indígenas colombianos, especialmente de los Kankuamo, Wiwa, Yukpa, Chimila (Ette Ennaka) y Mokana, empoderando a su autoridades tradicionales y de gobierno en los contenidos y alcances de la Declaración Universal de Derechos de los Pueblos Indígenas y en instrumentos que les permita superar la crisis humanitaria y de derechos que los afectan.","Cooperación Financiera","ONIC","US Dolar","0","50.555,33","INDIGENAS","ATLÁNTICO, CESAR, MAGDALENA","","NO OFICIALES"
"COL547","Campa?a de inclusi?n y visibilizaci?n estad?stica de la poblaci?n afrocolombiana en el pr?ximo censo 2015 en Colombia","Contribuir al fortalecimiento de la información estadística para grupos étnicos como una herramienta técnica para la construcción de política pública diferenciada que asegure el acceso de la población afrocolombiana a la igualdad de oportunidades.","Cooperación Financiera","MOVIMIENTO NACIONAL CIMARRÓN","US Dolar","36.702,00","146.580,00","AFROCOLOMBIANOS","AMBITO NACIONAL","AMBITO NACIONAL","NO OFICIALES"
"COL548","Apoyo general a contribuir al desarrollo del derecho internacional de los derechos humanos y el derecho internacional humanitario y validar el estado de derecho y los derechos humanos en Colombia","Apoyo general a contribuir al desarrollo del derecho internacional de los derechos humanos y el derecho internacional humanitario y validar el estado de derecho y los derechos humanos en Colombia","Cooperación Financiera","COMISIÓN COLOMBIANA DE JURISTAS","US Dolar","0","150.000,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","AMBITO NACIONAL","NO OFICIALES"
"COL549","Apoyo a ni?os/as v?ctimas del conflicto armado en el departamento de C?rdoba (Chaine du Bonheur)","En diciembre de 2014, los niños víctimas del conflicto armado y sus familias tienen acceso a servicios de salud básicos, sus derechos son respetados, mejoran su bienestar psicosocial y están articularos en red con los actores sociales","Ayuda Humanitaria","TERRE DES HOMMES - LAUSANNA","US Dolar","0","200.000,00","POBLACIÓN EN GENERAL, INFANCIA Y ADOLESCENCIA","CÓRDOBA","PLANETA RICA, MONTERIA, TIERRALTA","NO OFICIALES"
"COL550","Escuela de Formadores.","El Programa Escuela de Entrenadores  Formadores, de la Fundación World Coach Colombia, en asocio con la Federación Colombiana de Fútbol como parte de su Programa de Responsabilidad Corporativa, busca realizar un trabajo pedagógico formativo a través de herramientas pedagógicas e intelectuales, a los entrenadores de Futbol que realizan sus actividades de orden psicosocial y deportivo con la niñez, sin ningún tipo de apoyo en zonas marginales de nuestro país; esta labor es desarrollada por medio de un currículo en los campos Psicosocial y Deportivo (fútbol como herramienta pedagógica), el cual es acompañado por capacitación a los Profes, y se lleva a cabo por especialistas de ambas áreas, bajo la premisa de contribuir al desarrollo personal y social de niños, niñas y adolescentes, con el fin de fortalecer en los niños, niñas, adolescentes y jóvenes. niñ@s su autonomía y capacidad de decisión","Cooperación Financiera","FUNDACION WORLD COACH","US Dolar","0","62.311,00","INFANCIA Y ADOLESCENCIA, POBLACIÓN EN GENERAL","ATLÁNTICO, MAGDALENA, BOLIVAR, CUNDINAMARCA, SUCRE","CIENAGA, LOS PALMITOS, SANTA MARTA, SAN PEDRO, BARRANQUILLA, SOACHA, CARTAGENA","NO OFICIALES"
"COL551","Apoyo a ni?os/as v?ctimas del conflicto armado en el departamento de C?rdoba (Terre des Hommes)","En diciembre de 2014, los niños víctimas del conflicto armado y sus familias tienen acceso a servicios de salud básicos, sus derechos son respetados, mejoran su bienestar psicosocial y están articularos en red con los actores sociales","Ayuda Humanitaria","TERRE DES HOMMES - LAUSANNA","US Dolar","0","130.000,00","POBLACIÓN EN GENERAL, INFANCIA Y ADOLESCENCIA","CÓRDOBA","PLANETA RICA, MONTERIA, TIERRALTA","NO OFICIALES"
"COL552","Apoyo a ni?os/as v?ctimas del conflicto armado en el departamento de C?rdoba","En diciembre de 2014, los niños víctimas del conflicto armado y sus familias tienen acceso a servicios de salud básicos, sus derechos son respetados, mejoran su bienestar psicosocial y están articularos en red con los actores sociales","Ayuda Humanitaria","TERRE DES HOMMES - LAUSANNA","US Dolar","0","520.000,00","POBLACIÓN EN GENERAL, INFANCIA Y ADOLESCENCIA","CÓRDOBA","PLANETA RICA, MONTERIA, TIERRALTA","NO OFICIALES"
"COL553","Fortalecimiento de capacidades para el restablecimiento socioecon?mico de familias v?ctimas del desplazamiento en el Norte del Valle del Cauca.","Contribuir al empoderamiento y la generación de capacidades para el restablecimiento socioeconómico de población víctima del desplazamiento para la dignificación de sus condiciones de vida, la superación definitiva de las situaciones de vulnerabilidad a las que fueron expuestas, la integración en el nuevo entorno y el fortalecimiento de sus núcleos comunitarios.","Cooperación Financiera","SERVICIO JESUITA A REFUGIADOS COLOMBIA","US Dolar","0","87.100,00","VICTIMAS DE LA VIOLENCIA","VALLE DEL CAUCA","EL CAIRO","NO OFICIALES"
"COL554","Mejora de las condiciones de salud de la poblaci?n vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nari?o, Colombia / COSUDE 2012 ? 2013","Se ha contribuido a la mejora de las condiciones de salud de la población vulnerable afectada por el conflicto armado en los Departamento de Putumayo y Nariño, Colombia","Cooperación Financiera","ACH - ACCION CONTRA EL HAMBRE","US Dolar","0","37.473,00","VICTIMAS DE LA VIOLENCIA","PUTUMAYO, NARIÑO","PUERTO ASIS, PUERTO LEGUIZAMO, LOS ANDES, VALLE DEL GUAMUEZ, SAN MIGUEL, SAMANIEGO, TUMACO","NO OFICIALES"
"COL555","Investigaci?n de Herbivor?a por la polilla guatemalteca en papa para aumentar su producci?n sin uso de agroqu?micos","Reducir la presión de la plaga T. solanivora sin uso de insecticidas químicos, e investigar, entender y usar la respuesta de sobre compensacion de las papas para aumentar la productividad de las mismas en campo","Administración de Recursos.","U. NACIONAL DE COLOMBIA","US Dolar","0","42.035,00","POBLACIÓN EN GENERAL","BOGOTÁ D.C.","","NO OFICIALES"
"COL556","Contrato K-COL-1208-004","Protección de niños, niñas, jóvenes y adolescentes frente al riesgo del reclutamiento y utilización para actividades de grupos armados en el marco del conflicto armado en Colombia","Cooperación Financiera","CORP. INFANCIA Y DESARROLLO","US Dolar","0","313.398,00","INFANCIA Y ADOLESCENCIA, JÓVENES","CUNDINAMARCA","SOACHA","NO OFICIALES"
"COL557","Contrato K-COL-1103-0001.","Prevención y protección de niños, niñas, adolescentes y jóvenes a la vinculación y efectos del conflicto armado en Colombia.","Cooperación Financiera","CORP. INFANCIA Y DESARROLLO","US Dolar","0","88.774,00","JÓVENES","CUNDINAMARCA","SOACHA","NO OFICIALES"
"COL558","Proyecto para la formaci?n de j?venes l?deres gestores de convivencia y paz en Colombia. Propuesta 2013 ? 2015 ""L?deres Juveniles que Transforman y Emprenden""","Promover la Inclusión y el desarrollo integral de los y las jóvenes en situación de vulnerabilidad social en seis municipios de Colombia, brindando oportunidades para su formación, participación y disfrute de sus derechos.","Cooperación Cultural","FEDERACIÓN COLOMBIANA DE ACJ - YMCA","US Dolar","68.369,00","141.135,33","JÓVENES, COMUNIDAD NEGRA","SANTANDER, RISARALDA, BOGOTÁ D.C., ANTIOQUIA, VALLE DEL CAUCA, TOLIMA","BUCARAMANGA, MEDELLIN, PEREIRA, ARMERO, CALI","NO OFICIALES"
"COL559","Atenci?n Integral a la poblaci?n v?ctima de desplazamiento forzado en el Putumayo","Fomento de sistemas sostenibles con liderazgo Colombiano que satisfagan las necesidades de urgencia y emergencia así como los derechos de las poblaciones desplazadas en Putumayo.","Cooperación Financiera","CORP. INFANCIA Y DESARROLLO","US Dolar","0","523.871,00","POBLACIÓN DESPLAZADA","PUTUMAYO","PUERTO ASIS, MOCOA, VALLE DEL GUAMUEZ","NO OFICIALES"
"COL560","Programa de Conservaci?n de las Ci?nagas y los Bosques de Barbacoas, Antioquia: Establecimiento de una reserva privada en Barbacoas.","Crear una base operativa y estación de investigación para el Programa de Conservación de las Ciénagas y los Bosques de Barbacoas, Antioquia","Cooperación Financiera","FUNDACION BIODIVERSA COLOMBIA","US Dolar","132.600,00","132.600,00","POBLACIÓN EN GENERAL","ANTIOQUIA","YONDO","NO OFICIALES"
"COL561","FORTALECIMIENTO DE LOS PROCESOS DE BENEFICIO Y TRANSFORMACI?N DEL CAUCHO NATURAL EN COLOMBIA","Capacitar técnicos colombianos  en beneficio del caucho natural y trasnformación del caucho","Cooperación Técnica","MINISTERIO DE AGRICULTURA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL562","The Invincible City:Cultural Landscape of Cartagena de Indias bay","Buscar y documentar los numerosos naufragios de la bahía de Cartagena de Indias mediante batimetría fina, geofísica y buceos exploratorios para localizar y registrar restos culturales. A futuro consolidar un programa permanente en la Costa Caribe de Colombia, con el fin de reforzar las bases de datos y SIG del CIOH y el ICANH.","Cooperación Científica y Tecnológica","UNIVERSIDAD NORTE","US Dolar","10.293,00","12.000,00","POBLACIÓN EN GENERAL","ATLÁNTICO","BARRANQUILLA","NO OFICIALES"
"COL563","PEARSON FOUNDATION RESEARCH SCHOLARSHIP PROGRAM","La Fundación Pearson suministra tales becas al país para promover la investigación y el pensamiento educativo en las principales universidades de la región; así mismo establecer vínculos académicos con los candidatos de investigación de postgrado de alta calidad y sus supervisores. Estas relaciones y la calidad del trabajo que se desprende de las investigaciones deberían conducir a Pearson elevar su perfil académico en la región.","Becas de Perfeccionamiento Académico","FUNDACION PEARSON","US Dolar","0","72.000,00","POBLACIÓN EN GENERAL","BOGOTÁ D.C.","","NO OFICIALES"
"COL564","Ayunos a Educar- Mi Nueva Familia- Un ?til un Proyecto de Vida","Proporcionar Ayudas de Utiles Escolares a Población infantil, para el mejoramiento de las condiciones educativas.","Donaciones en Especie","FUNDACION MARIA LUISA DE MORENO","US Dolar","0","1.804,17","INFANCIA Y ADOLESCENCIA","HUILA, MAGDALENA, LA GUAJIRA, PUTUMAYO, AMAZONAS, CHOCÓ","","NO OFICIALES"
"COL565","DISE?O Y PLANEACI?N DEL CENSO NACIONAL AGROPECUARIO DE COLOMBIA BASADO EN LA EXPERIENCIA DEL CENSO 2007 EN BRASIL","Fortalecer los conocimientos del DANE en la implementación del Censo, a partir de la experiencia de Brasil","Cooperación Técnica","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA - DANE","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL566","Fortalecimiento de la poblaci?n campesina del municipio de Nocaima, desde un enfoque de g?nero para la mejora integral de sus condiciones de vida. Colombia","Mejorar las condiciones de vida de la población campesina de Nocaima, atendiendo a reducir la brecha de desigualdad de género","Cooperación Técnica","NO ESPECIFICA","US Dolar","0","86.241,00","CAMPESINOS","CUNDINAMARCA","NOCAIMA","DESCENTRALIZADOS"
"COL567","Fortalecimiento organizativo para la defensa y la permanencia en el territorio de comunidades campesinas del municipio de Cajibio en el Cauca - colombia","Propiciar la permanencia en el territorio de las comunidades campesinas del Cajibío, mediante el fomento de la soberanía alimentaria y la autonomía económica, empoderar y fortalecerlos procesos organizativos de mujeres en el departamento de Cauca y propiciar la construcción de propuestas para la paz desde las comunidades locales","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","130.765,00","VICTIMAS DE LA VIOLENCIA","CAUCA","CAJIBIO","DESCENTRALIZADOS"
"COL568","Atenci?n integral a poblaci?n afectada por el conflicto armado en las zonas rurales de Tumaco, Fase II (Colombia)","Generar y fortalecer procesos participativos y productivos, que permitan la integración social y la promoción personal de las mujeres rurales afectadas por el conflicto armado.","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","192.557,00","VICTIMAS DE LA VIOLENCIA","NARIÑO","TUMACO","DESCENTRALIZADOS"
